id,isolate,aliases,country,continent,region,year,source,NCBI_BioProject,comments,sender,curator,date_entered,datestamp,FKS,LEU2,NMT1,TRP1,UGP1,URA3,ST (MLST)
431,2171,,USA,North America,Atlanta,2009,unknown,,All are non-sterile body sites,24,4,2019-07-02,2019-07-02,8,5,13,9,3,1,17
432,2183,,USA,North America,Atlanta,2009,unknown,,All are non-sterile body sites,24,4,2019-07-02,2019-07-02,8,4,3,5,1,2,10
433,2192,,USA,North America,Atlanta,2009,unknown,,All are non-sterile body sites,24,4,2019-07-02,2019-07-02,8,5,13,9,3,1,17
434,2193,,USA,North America,Atlanta,2009,unknown,,All are non-sterile body sites,24,4,2019-07-02,2019-07-02,8,5,3,5,1,1,15
435,2210,,USA,North America,Atlanta,2009,unknown,,All are non-sterile body sites,24,4,2019-07-02,2019-07-02,6,6,5,2,3,4,19
436,2236,,USA,North America,Atlanta,2009,unknown,,All are non-sterile body sites,24,4,2019-07-02,2019-07-02,7,7,11,10,5,9,16
437,2260,,USA,North America,Atlanta,2009,unknown,,All are non-sterile body sites,24,4,2019-07-02,2019-07-02,5,7,8,7,3,6,3
438,2266,,USA,North America,Atlanta,2009,unknown,,All are non-sterile body sites,24,4,2019-07-02,2019-07-02,7,7,11,10,5,9,16
439,2277,,USA,North America,Atlanta,2009,unknown,,All are non-sterile body sites,24,4,2019-07-02,2019-07-02,1,2,2,1,2,1,8
440,2278,,USA,North America,Atlanta,2009,unknown,,All are non-sterile body sites,24,4,2019-07-02,2019-07-02,7,7,11,10,5,9,16
441,2308,,USA,North America,Atlanta,2009,unknown,,All are non-sterile body sites,24,4,2019-07-02,2019-07-02,6,6,5,2,3,4,19
442,2325,,USA,North America,Atlanta,2009,unknown,,All are non-sterile body sites,24,4,2019-07-02,2019-07-02,5,7,8,7,3,6,3
443,2328,,USA,North America,Atlanta,2009,unknown,,All are non-sterile body sites,24,4,2019-07-02,2019-07-02,8,5,3,5,1,1,15
444,2330,,USA,North America,Atlanta,2009,unknown,,All are non-sterile body sites,24,4,2019-07-02,2019-07-02,8,4,3,5,1,2,10
445,2331,,USA,North America,Atlanta,2009,unknown,,All are non-sterile body sites,24,4,2019-07-02,2019-07-02,8,5,3,5,1,1,15
446,2336,,USA,North America,Atlanta,2009,unknown,,All are non-sterile body sites,24,4,2019-07-02,2019-07-02,8,4,3,5,1,2,10
447,2337,,USA,North America,Atlanta,2009,unknown,,All are non-sterile body sites,24,4,2019-07-02,2019-07-02,6,6,5,2,3,4,19
448,2350,,USA,North America,Atlanta,2009,unknown,,All are non-sterile body sites,24,4,2019-07-02,2019-07-02,8,5,3,5,1,1,15
449,2351,,USA,North America,Atlanta,2009,unknown,,All are non-sterile body sites,24,4,2019-07-02,2019-07-02,8,4,3,5,1,2,10
450,2366,,USA,North America,Atlanta,2009,unknown,,All are non-sterile body sites,24,4,2019-07-02,2019-07-02,8,5,3,5,1,1,15
451,2370,,USA,North America,Atlanta,2009,unknown,,All are non-sterile body sites,24,4,2019-07-02,2019-07-02,5,7,8,7,3,6,3
452,2371,,USA,North America,Atlanta,2009,unknown,,All are non-sterile body sites,24,4,2019-07-02,2019-07-02,8,5,3,5,1,1,15
453,2372,,USA,North America,Atlanta,2009,unknown,,All are non-sterile body sites,24,4,2019-07-02,2019-07-02,1,2,2,1,1,1,2
454,2385,,USA,North America,Atlanta,2009,unknown,,All are non-sterile body sites,24,4,2019-07-02,2019-07-02,7,5,6,12,1,8,22
455,2386,,USA,North America,Atlanta,2009,unknown,,All are non-sterile body sites,24,4,2019-07-02,2019-07-02,5,7,8,7,3,6,3
456,2391,,USA,North America,Atlanta,2009,unknown,,All are non-sterile body sites,24,4,2019-07-02,2019-07-02,1,2,2,1,2,1,8
457,2407,,USA,North America,Atlanta,2009,unknown,,All are non-sterile body sites,24,4,2019-07-02,2019-07-02,7,7,11,10,5,9,16
458,2408,,USA,North America,Atlanta,2009,unknown,,All are non-sterile body sites,24,4,2019-07-02,2019-07-02,7,7,11,10,5,9,16
459,2409,,USA,North America,Atlanta,2009,unknown,,All are non-sterile body sites,24,4,2019-07-02,2019-07-02,6,6,5,2,3,4,19
460,2415,,USA,North America,Atlanta,2009,unknown,,All are non-sterile body sites,24,4,2019-07-02,2019-07-02,1,2,2,1,1,1,2
461,2425,,USA,North America,Atlanta,2009,unknown,,All are non-sterile body sites,24,4,2019-07-02,2019-07-02,8,5,3,5,1,1,15
462,2443,,USA,North America,Atlanta,2009,unknown,,All are non-sterile body sites,24,4,2019-07-02,2019-07-02,8,5,13,9,3,1,17
463,2448,,USA,North America,Atlanta,2009,unknown,,All are non-sterile body sites,24,4,2019-07-02,2019-07-02,8,5,3,5,1,1,15
464,2459,,USA,North America,Atlanta,2009,unknown,,All are non-sterile body sites,24,4,2019-07-02,2019-07-02,7,7,11,10,5,9,16
465,2488,,USA,North America,Atlanta,2009,unknown,,All are non-sterile body sites,24,4,2019-07-02,2019-07-02,8,4,3,5,1,2,10
466,2489,,USA,North America,Atlanta,2009,unknown,,All are non-sterile body sites,24,4,2019-07-02,2019-07-02,1,2,2,1,2,1,8
467,2494,,USA,North America,Atlanta,2009,unknown,,All are non-sterile body sites,24,4,2019-07-02,2019-07-02,5,7,8,7,3,6,3
468,2501,,USA,North America,Atlanta,2009,unknown,,All are non-sterile body sites,24,4,2019-07-02,2019-07-02,7,4,3,4,1,8,26
469,2506,,USA,North America,Atlanta,2009,unknown,,All are non-sterile body sites,24,4,2019-07-02,2019-07-02,1,2,2,1,2,1,8
470,2511,,USA,North America,Atlanta,2009,unknown,,All are non-sterile body sites,24,4,2019-07-02,2019-07-02,7,7,11,10,5,9,16
471,2523,,USA,North America,Atlanta,2009,unknown,,All are non-sterile body sites,24,4,2019-07-02,2019-07-02,1,2,2,1,2,1,8
472,2529,,USA,North America,Atlanta,2009,unknown,,All are non-sterile body sites,24,4,2019-07-02,2019-07-02,6,6,5,2,3,4,19
473,2538,,USA,North America,Atlanta,2009,unknown,,All are non-sterile body sites,24,4,2019-07-02,2019-07-02,5,7,8,7,3,6,3
474,2557,,USA,North America,Atlanta,2009,unknown,,All are non-sterile body sites,24,4,2019-07-02,2019-07-02,10,9,19,5,1,2,83
475,2595,,USA,North America,Atlanta,2009,unknown,,All are non-sterile body sites,24,4,2019-07-02,2019-07-02,5,7,8,7,3,6,3
476,CAS00-0039,,USA,North America,Baltimore,2000,unknown,,,24,4,2019-07-02,2019-07-02,7,7,11,10,5,9,16
477,CAS00-0047,,USA,North America,Baltimore,2000,unknown,,,24,4,2019-07-02,2019-07-02,7,4,3,4,1,8,26
478,CAS00-0062,,USA,North America,Baltimore,2000,unknown,,,24,4,2019-07-02,2019-07-02,5,7,8,7,3,6,3
479,CAS00-0068,,USA,North America,Baltimore,2000,unknown,,,24,4,2019-07-02,2019-07-02,6,6,5,2,3,4,19
480,CAS00-0078,,USA,North America,Baltimore,2000,unknown,,,24,4,2019-07-02,2019-07-02,1,2,2,1,2,1,8
481,CAS00-0088,,USA,North America,Baltimore,2000,unknown,,,24,4,2019-07-02,2019-07-02,10,5,12,11,3,2,36
482,CAS00-0100,,USA,North America,Baltimore,2000,unknown,,,24,4,2019-07-02,2019-07-02,5,7,8,7,3,6,3
483,CAS00-0146,,USA,North America,Baltimore,2000,unknown,,,24,4,2019-07-02,2019-07-02,6,6,5,2,3,4,19
484,CAS00-0157,,USA,North America,Baltimore,2000,unknown,,,24,4,2019-07-02,2019-07-02,8,5,3,5,1,1,15
485,CAS00-0173,,USA,North America,Baltimore,2000,unknown,,,24,4,2019-07-02,2019-07-02,7,7,11,10,5,9,16
486,CAS00-0199,,USA,North America,Baltimore,2000,unknown,,,24,4,2019-07-02,2019-07-02,1,2,2,1,1,1,2
487,CAS00-0214,,USA,North America,Baltimore,2000,unknown,,,24,4,2019-07-02,2019-07-02,1,2,2,1,2,1,8
488,CAS00-0230,,USA,North America,Baltimore,2000,unknown,,,24,4,2019-07-02,2019-07-02,7,7,11,10,5,9,16
489,CAS00-0262,,USA,North America,Baltimore,2000,unknown,,,24,4,2019-07-02,2019-07-02,7,4,3,4,1,3,18
490,CAS00-0270,,USA,North America,Baltimore,2000,unknown,,,24,4,2019-07-02,2019-07-02,1,2,2,1,1,1,2
491,CAS00-0286,,USA,North America,Baltimore,2000,unknown,,,24,4,2019-07-02,2019-07-02,7,3,9,8,1,5,4
492,CAS00-0305,,USA,North America,Baltimore,2000,unknown,,,24,4,2019-07-02,2019-07-02,8,5,3,5,1,1,15
493,CAS00-0319,,USA,North America,Baltimore,2000,unknown,,,24,4,2019-07-02,2019-07-02,6,4,3,3,1,3,79
494,CAS00-0331,,USA,North America,Baltimore,2000,unknown,,,24,4,2019-07-02,2019-07-02,5,7,8,7,3,6,3
495,CAS00-0404,,USA,North America,Baltimore,2000,unknown,,,24,4,2019-07-02,2019-07-02,7,7,11,10,5,9,16
496,CAS00-0407,,USA,North America,Baltimore,2000,unknown,,,24,4,2019-07-02,2019-07-02,9,8,10,4,3,2,21
497,CAS00-0418,,USA,North America,Baltimore,2000,unknown,,,24,4,2019-07-02,2019-07-02,5,7,8,7,3,6,3
498,CAS08-0002,,USA,North America,Atlanta,2008,blood,,,24,4,2019-07-02,2019-07-02,7,7,11,10,5,9,16
499,CAS08-0005,,USA,North America,Atlanta,2008,blood,,,24,4,2019-07-02,2019-07-02,8,4,3,5,1,2,10
500,CAS08-0007,,USA,North America,Atlanta,2008,blood,,,24,4,2019-07-02,2019-07-02,7,4,3,5,1,2,80
501,CAS08-0010,,USA,North America,Atlanta,2008,blood,,,24,4,2019-07-02,2019-07-02,7,7,11,10,5,9,16
502,CAS08-0011,,USA,North America,Atlanta,2008,blood,,,24,4,2019-07-02,2019-07-02,6,6,5,10,3,4,81
503,CAS08-0015,,USA,North America,Atlanta,2008,blood,,,24,4,2019-07-02,2019-07-02,21,9,14,10,6,1,82
504,CAS08-0016,SRR3925733,USA,North America,Atlanta,2008,blood,PRJNA329124,,24,4,2019-07-02,2019-09-18,7,7,11,10,5,9,16
505,CAS08-0026,,USA,North America,Atlanta,2008,blood,,,24,4,2019-07-02,2019-07-02,7,7,11,10,5,9,16
506,CAS08-0027,,USA,North America,Atlanta,2008,blood,,,24,4,2019-07-02,2019-07-02,8,5,3,5,1,1,15
507,CAS08-0030,SRR3925744,USA,North America,Atlanta,2008,blood,PRJNA329124,,24,4,2019-07-02,2019-09-18,7,7,11,10,5,9,16
508,CAS08-0037,SRR3925755,USA,North America,Atlanta,2008,blood,PRJNA329124,,24,4,2019-07-02,2019-09-18,6,6,5,2,3,4,19
509,CAS08-0039,,USA,North America,Atlanta,2008,blood,,,24,4,2019-07-02,2019-07-02,8,4,3,5,1,2,10
510,CAS08-0046,,USA,North America,Atlanta,2008,blood,,,24,4,2019-07-02,2019-07-02,6,6,5,2,3,4,19
511,CAS08-0068,,USA,North America,Atlanta,2008,blood,,,24,4,2019-07-02,2019-07-02,5,7,8,7,3,6,3
512,CAS08-0069,,USA,North America,Atlanta,2008,blood,,,24,4,2019-07-02,2019-07-02,7,7,11,10,5,9,16
513,CAS08-0082,,USA,North America,Atlanta,2008,blood,,,24,4,2019-07-02,2019-07-02,6,6,5,2,3,4,19
514,CAS08-0083,,USA,North America,Atlanta,2008,blood,,,24,4,2019-07-02,2019-07-02,7,7,11,10,5,9,16
515,CAS08-0084,,USA,North America,Atlanta,2008,blood,,,24,4,2019-07-02,2019-07-02,7,7,11,10,5,9,16
516,CAS08-0088,,USA,North America,Atlanta,2008,blood,,,24,4,2019-07-02,2019-07-02,5,7,8,7,3,6,3
517,CAS08-0089,,USA,North America,Atlanta,2008,blood,,,24,4,2019-07-02,2019-07-02,1,2,2,1,2,1,8
518,CAS08-0090,,USA,North America,Atlanta,2008,blood,,,24,4,2019-07-02,2019-07-02,5,7,8,7,3,6,3
519,CAS08-0092,SRR3925766,USA,North America,Atlanta,2008,blood,PRJNA329124,,24,4,2019-07-02,2019-09-18,7,7,11,10,5,9,16
520,CAS08-0095,,USA,North America,Atlanta,2008,blood,,,24,4,2019-07-02,2019-07-02,7,7,11,10,5,9,16
521,CAS08-0108,,USA,North America,Atlanta,2008,blood,,,24,4,2019-07-02,2019-07-02,5,7,8,7,3,6,3
522,CAS08-0109,,USA,North America,Atlanta,2008,blood,,,24,4,2019-07-02,2019-07-02,5,7,8,7,3,6,3
523,CAS08-0110,,USA,North America,Atlanta,2008,blood,,,24,4,2019-07-02,2019-07-02,6,6,5,2,3,4,19
524,CAS08-0112,,USA,North America,Atlanta,2008,blood,,,24,4,2019-07-02,2019-07-02,7,7,11,10,5,9,16
525,CAS08-0121,,USA,North America,Atlanta,2008,blood,,,24,4,2019-07-02,2019-07-02,7,7,11,10,5,9,16
526,CAS08-0123,SRR8697376,USA,North America,Atlanta,2008,blood,PRJNA524686,,24,4,2019-07-02,2019-09-18,3,4,4,3,3,4,7
527,CAS08-0124,,USA,North America,Atlanta,2008,blood,,,24,4,2019-07-02,2019-07-02,5,7,8,7,3,6,3
528,CAS08-0128,,USA,North America,Atlanta,2008,blood,,,24,4,2019-07-02,2019-07-02,5,7,8,7,3,6,3
529,CAS08-0129,,USA,North America,Atlanta,2008,blood,,,24,4,2019-07-02,2019-07-02,5,7,8,7,3,6,3
530,CAS08-0130,SRR8697509,USA,North America,Atlanta,2008,blood,PRJNA524686,,24,4,2019-07-02,2019-09-18,7,7,11,10,5,9,16
531,CAS08-0136,SRR8697452,USA,North America,Atlanta,2008,blood,PRJNA524686,,24,4,2019-07-02,2019-09-18,6,6,5,2,3,4,19
532,CAS08-0142,,USA,North America,Baltimore,2008,unknown,,,24,4,2019-07-02,2019-07-02,7,7,11,10,5,9,16
533,CAS08-0144,,USA,North America,Baltimore,2008,unknown,,,24,4,2019-07-02,2019-07-02,8,4,3,5,1,2,10
534,CAS08-0152,,USA,North America,Atlanta,2008,blood,,,24,4,2019-07-02,2019-07-02,5,7,8,7,3,6,3
535,CAS08-0153,,USA,North America,Atlanta,2008,blood,,,24,4,2019-07-02,2019-07-02,8,4,3,5,1,2,10
536,CAS08-0154,SRR8697454,USA,North America,Atlanta,2008,blood,PRJNA524686,,24,4,2019-07-02,2019-09-18,7,7,11,10,5,9,16
537,CAS08-0162,,USA,North America,Atlanta,2008,blood,,,24,4,2019-07-02,2019-07-02,7,7,11,10,5,9,16
538,CAS08-0166,,USA,North America,Atlanta,2008,blood,,,24,4,2019-07-02,2019-07-02,5,7,8,7,3,6,3
539,CAS08-0173,SRR8697407,USA,North America,Atlanta,2008,blood,PRJNA524686,,24,4,2019-07-02,2019-09-18,3,6,22,2,3,9,55
540,CAS08-0178,SRR8697312,USA,North America,Atlanta,2008,blood,PRJNA524686,,24,4,2019-07-02,2019-09-18,7,7,11,10,5,9,16
541,CAS08-0190,SRR8697408,USA,North America,Atlanta,2008,blood,PRJNA524686,,24,4,2019-07-02,2019-09-18,8,4,3,5,1,2,10
542,CAS08-0199,SRR3925770,USA,North America,Baltimore,2008,unknown,PRJNA329124,,24,4,2019-07-02,2019-09-18,7,7,11,10,5,9,16
543,CAS08-0205,SRR3925771,USA,North America,Baltimore,2008,unknown,PRJNA329124,,24,4,2019-07-02,2019-09-18,8,4,3,5,1,2,10
544,CAS08-0207,,USA,North America,Baltimore,2008,unknown,,,24,4,2019-07-02,2019-07-02,7,7,11,10,5,9,16
545,CAS08-0209,SRR3925772; SRR8697364,USA,North America,Baltimore,2008,unknown,PRJNA329124; PRJNA524686,,24,1,2019-07-02,2019-12-09,8,4,3,5,1,2,10
546,CAS08-0213,,USA,North America,Atlanta,2008,blood,,,24,4,2019-07-02,2019-07-02,3,4,4,3,3,4,7
547,CAS08-0220,,USA,North America,Atlanta,2008,blood,,,24,4,2019-07-02,2019-07-02,6,6,5,2,3,4,19
548,CAS08-0222,SRR8697383,USA,North America,Atlanta,2008,blood,PRJNA524686,,24,4,2019-07-02,2019-09-18,7,7,11,10,5,9,16
549,CAS08-0241,SRR8697285,USA,North America,Baltimore,2008,unknown,PRJNA524686,,24,4,2019-07-02,2019-09-18,5,7,8,7,3,6,3
550,CAS08-0246,,USA,North America,Baltimore,2008,unknown,,,24,4,2019-07-02,2019-07-02,1,2,2,1,1,1,2
551,CAS08-0248,SRR8697402,USA,North America,Atlanta,2008,blood,PRJNA524686,,24,4,2019-07-02,2019-09-18,8,5,3,5,1,1,15
552,CAS08-0253,SRR3925773,USA,North America,Baltimore,2008,unknown,PRJNA329124,,24,4,2019-07-02,2019-09-18,10,9,19,5,1,2,83
553,CAS08-0258,,USA,North America,Baltimore,2008,unknown,,,24,4,2019-07-02,2019-07-02,7,7,11,10,5,9,16
554,CAS08-0265,,USA,North America,Baltimore,2008,unknown,,,24,4,2019-07-02,2019-07-02,20,13,22,9,3,2,46
555,CAS08-0280,,USA,North America,Baltimore,2008,unknown,,,24,4,2019-07-02,2019-07-02,7,7,11,10,5,9,16
556,CAS08-0281,,USA,North America,Baltimore,2008,unknown,,,24,4,2019-07-02,2019-07-02,7,7,11,10,5,9,16
557,CAS08-0283,,USA,North America,Baltimore,2008,unknown,,,24,4,2019-07-02,2019-07-02,8,4,3,5,1,2,10
558,CAS08-0286,,USA,North America,Atlanta,2008,blood,,,24,4,2019-07-02,2019-07-02,7,7,11,10,5,9,16
559,CAS08-0288,,USA,North America,Atlanta,2008,blood,,,24,4,2019-07-02,2019-07-02,7,7,11,10,5,9,16
560,CAS08-0289,,USA,North America,Atlanta,2008,blood,,,24,4,2019-07-02,2019-07-02,8,5,3,5,1,1,15
561,CAS08-0291,,USA,North America,Atlanta,2008,blood,,,24,4,2019-07-02,2019-07-02,5,7,8,7,3,6,3
562,CAS08-0293,,USA,North America,Atlanta,2008,blood,,,24,4,2019-07-02,2019-07-02,5,7,8,7,3,6,3
563,CAS08-0295,,USA,North America,Atlanta,2008,blood,,,24,4,2019-07-02,2019-07-02,8,4,3,5,1,2,10
564,CAS08-0297,SRR3925735,USA,North America,Atlanta,2008,blood,PRJNA329124,,24,4,2019-07-02,2019-09-18,8,5,3,5,1,1,15
565,CAS08-0305,,USA,North America,Baltimore,2008,unknown,,,24,4,2019-07-02,2019-07-02,6,6,5,2,3,4,19
566,CAS08-0309,,USA,North America,Atlanta,2008,blood,,,24,4,2019-07-02,2019-07-02,6,6,5,2,3,4,19
567,CAS08-0311,,USA,North America,Atlanta,2008,blood,,,24,4,2019-07-02,2019-07-02,5,7,8,7,3,6,3
568,CAS08-0313,SRR8697403,USA,North America,Atlanta,2008,blood,PRJNA524686,,24,4,2019-07-02,2019-09-18,2,5,7,5,1,2,6
569,CAS08-0315,,USA,North America,Atlanta,2008,blood,,,24,4,2019-07-02,2019-07-02,5,7,8,7,3,6,3
570,CAS08-0317,SRR8697474,USA,North America,Atlanta,2008,blood,PRJNA524686,,24,4,2019-07-02,2019-09-18,5,7,8,7,3,6,3
571,CAS08-0323,,USA,North America,Baltimore,2008,unknown,,,24,4,2019-07-02,2019-07-02,3,4,4,3,3,4,7
572,CAS08-0326,,USA,North America,Atlanta,2008,blood,,,24,4,2019-07-02,2019-07-02,7,7,11,10,5,9,16
573,CAS08-0332,,USA,North America,Atlanta,2008,blood,,,24,4,2019-07-02,2019-07-02,7,18,11,10,5,9,60
574,CAS08-0335,,USA,North America,Atlanta,2008,blood,,,24,4,2019-07-02,2019-07-02,21,9,14,18,6,1,47
575,CAS08-0336,,USA,North America,Atlanta,2008,blood,,,24,4,2019-07-02,2019-07-02,7,7,11,10,5,9,16
576,CAS08-0338,,USA,North America,Baltimore,2008,unknown,,,24,4,2019-07-02,2019-07-02,6,6,5,2,3,4,19
577,CAS08-0342,,USA,North America,Baltimore,2008,unknown,,,24,4,2019-07-02,2019-07-02,5,7,8,7,3,6,3
578,CAS08-0343,SRR8697334,USA,North America,Baltimore,2008,unknown,PRJNA524686,,24,4,2019-07-02,2019-09-18,1,2,2,1,1,1,2
579,CAS08-0350,,USA,North America,Baltimore,2008,unknown,,,24,4,2019-07-02,2019-07-02,6,6,5,2,3,4,19
580,CAS08-0354,,USA,North America,Baltimore,2008,unknown,,,24,4,2019-07-02,2019-07-02,7,4,3,4,1,3,18
581,CAS08-0355,,USA,North America,Baltimore,2008,unknown,,,24,4,2019-07-02,2019-07-02,10,5,19,19,1,17,43
582,CAS08-0356,,USA,North America,Atlanta,2008,blood,,,24,4,2019-07-02,2019-07-02,6,6,5,2,3,4,19
583,CAS08-0358,,USA,North America,Baltimore,2008,unknown,,,24,4,2019-07-02,2019-07-02,6,6,5,2,3,4,19
584,CAS08-0369,,USA,North America,Baltimore,2008,unknown,,,24,4,2019-07-02,2019-07-02,1,2,2,1,2,1,8
585,CAS08-0381,,USA,North America,Atlanta,2008,blood,,,24,4,2019-07-02,2019-07-02,5,7,8,7,3,6,3
586,CAS08-0388,,USA,North America,Atlanta,2008,blood,,,24,4,2019-07-02,2019-07-02,5,7,8,7,3,6,3
587,CAS08-0407,SRR8697439,USA,North America,Baltimore,2008,unknown,PRJNA524686,,24,4,2019-07-02,2019-09-18,6,6,5,2,3,4,19
588,CAS08-0411,,USA,North America,Baltimore,2008,unknown,,,24,4,2019-07-02,2019-07-02,8,5,3,5,1,1,15
589,CAS08-0418,,USA,North America,Atlanta,2008,blood,,,24,4,2019-07-02,2019-07-02,7,7,11,10,5,9,16
590,CAS08-0423,SRR8697347,USA,North America,Atlanta,2008,blood,PRJNA524686,,24,4,2019-07-02,2019-09-18,2,5,7,5,1,2,6
591,CAS08-0424,SRR8697484,USA,North America,Atlanta,2008,blood,PRJNA524686,,24,4,2019-07-02,2019-09-18,5,7,8,7,3,6,3
592,CAS08-0425,SRR3925736,USA,North America,Baltimore,2008,unknown,PRJNA329124,,24,4,2019-07-02,2019-09-18,8,4,3,5,1,2,10
593,CAS08-0436,,USA,North America,Baltimore,2008,unknown,,,24,4,2019-07-02,2019-07-02,6,6,5,2,3,4,19
594,CAS08-0447,,USA,North America,Baltimore,2008,unknown,,,24,4,2019-07-02,2019-07-02,6,6,5,2,3,4,19
595,CAS08-0450,,USA,North America,Baltimore,2008,unknown,,,24,4,2019-07-02,2019-07-02,1,2,2,1,1,1,2
596,CAS08-0452,,USA,North America,Baltimore,2008,unknown,,,24,4,2019-07-02,2019-07-02,7,4,3,4,1,3,18
597,CAS08-0456,SRR8697379,USA,North America,Atlanta,2008,blood,PRJNA524686,,24,4,2019-07-02,2019-09-18,6,6,5,2,3,4,19
598,CAS08-0458,SRR8697393,USA,North America,Atlanta,2008,blood,PRJNA524686,,24,4,2019-07-02,2019-09-18,7,4,3,4,1,8,26
599,CAS08-0459,,USA,North America,Atlanta,2008,blood,,,24,4,2019-07-02,2019-07-02,6,6,5,2,3,4,19
600,CAS08-0462,,USA,North America,Atlanta,2008,blood,,,24,4,2019-07-02,2019-07-02,7,5,6,12,1,8,22
601,CAS08-0469,,USA,North America,Baltimore,2008,unknown,,,24,4,2019-07-02,2019-07-02,5,7,8,7,3,6,3
602,CAS08-0471,,USA,North America,Baltimore,2008,unknown,,,24,4,2019-07-02,2019-07-02,6,6,5,2,3,4,19
603,CAS08-0479,,USA,North America,Baltimore,2008,unknown,,,24,4,2019-07-02,2019-07-02,7,7,11,10,5,9,16
604,CAS08-0482,SRR8697333,USA,North America,Atlanta,2008,blood,PRJNA524686,,24,4,2019-07-02,2019-09-18,7,7,11,10,5,9,16
605,CAS08-0485,,USA,North America,Atlanta,2008,blood,,,24,4,2019-07-02,2019-07-02,8,5,3,5,1,1,15
606,CAS08-0494,,USA,North America,Atlanta,2008,blood,,,24,4,2019-07-02,2019-07-02,1,2,2,1,2,1,8
607,CAS08-0497,,USA,North America,Baltimore,2008,unknown,,,24,4,2019-07-02,2019-07-02,7,4,3,4,1,3,18
608,CAS08-0503,,USA,North America,Baltimore,2008,unknown,,,24,4,2019-07-02,2019-07-02,1,2,2,1,2,1,8
609,CAS08-0515,,USA,North America,Atlanta,2008,blood,,,24,4,2019-07-02,2019-07-02,2,5,7,5,1,2,6
610,CAS08-0525,,USA,North America,Atlanta,2008,blood,,,24,4,2019-07-02,2019-07-02,5,7,8,7,3,6,3
611,CAS08-0528,,USA,North America,Atlanta,2008,blood,,,24,4,2019-07-02,2019-07-02,1,2,2,1,2,1,8
612,CAS08-0569,,USA,North America,Baltimore,2008,unknown,,,24,4,2019-07-02,2019-07-02,8,4,3,5,1,2,10
613,CAS08-0571,,USA,North America,Baltimore,2008,unknown,,,24,4,2019-07-02,2019-07-02,7,7,11,10,5,9,16
614,CAS08-0572,,USA,North America,Baltimore,2008,unknown,,,24,4,2019-07-02,2019-07-02,1,2,2,1,1,1,2
615,CAS08-0575,,USA,North America,Baltimore,2008,unknown,,,24,4,2019-07-02,2019-07-02,5,7,8,7,3,6,3
616,CAS08-0578,,USA,North America,Baltimore,2008,unknown,,,24,4,2019-07-02,2019-07-02,8,5,13,9,3,1,17
617,CAS08-0579,,USA,North America,Baltimore,2008,unknown,,,24,4,2019-07-02,2019-07-02,5,7,8,7,3,6,3
618,CAS08-0594,,USA,North America,Baltimore,2008,unknown,,,24,4,2019-07-02,2019-07-02,8,5,13,9,3,1,17
619,CAS08-0600,,USA,North America,Baltimore,2008,unknown,,,24,4,2019-07-02,2019-07-02,7,7,11,10,5,9,16
620,CAS08-0609,,USA,North America,Baltimore,2008,unknown,,,24,4,2019-07-02,2019-07-02,6,6,5,2,3,4,19
621,CAS08-0645,,USA,North America,Baltimore,2008,unknown,,,24,4,2019-07-02,2019-07-02,8,4,3,5,1,2,10
622,CAS08-0646,,USA,North America,Baltimore,2008,unknown,,,24,4,2019-07-02,2019-07-02,1,2,2,1,2,1,8
623,CAS08-0647,SRR8697428,USA,North America,Baltimore,2008,unknown,PRJNA524686,,24,4,2019-07-02,2019-09-18,6,6,5,2,3,4,19
624,CAS08-0649,,USA,North America,Baltimore,2008,unknown,,,24,4,2019-07-02,2019-07-02,1,2,2,1,1,1,2
625,CAS08-0652,,USA,North America,Baltimore,2008,unknown,,,24,4,2019-07-02,2019-07-02,6,6,5,2,3,4,19
626,CAS08-0655,,USA,North America,Baltimore,2008,unknown,,,24,4,2019-07-02,2019-07-02,7,7,11,10,5,9,16
627,CAS08-0660,,USA,North America,Baltimore,2008,unknown,,,24,4,2019-07-02,2019-07-02,7,4,3,4,1,3,18
628,CAS08-0661,,USA,North America,Baltimore,2008,unknown,,,24,4,2019-07-02,2019-07-02,8,4,3,5,1,2,10
629,CAS08-0678,,USA,North America,Atlanta,2008,blood,,,24,4,2019-07-02,2019-07-02,7,7,11,10,5,9,16
630,CAS09-0746,,USA,North America,Atlanta,2009,blood,,,24,4,2019-07-02,2019-07-02,5,7,8,7,3,6,3
631,CAS09-0751,SRR8697308,USA,North America,Atlanta,2009,blood,PRJNA524686,,24,4,2019-07-02,2019-09-18,6,6,5,2,3,4,19
632,CAS09-0755,,USA,North America,Atlanta,2009,blood,,,24,4,2019-07-02,2019-07-02,8,5,3,5,1,1,15
633,CAS09-0780,,USA,North America,Atlanta,2009,blood,,,24,4,2019-07-02,2019-07-02,8,4,3,5,1,2,10
634,CAS09-0797,,USA,North America,Atlanta,2009,blood,,,24,4,2019-07-02,2019-07-02,7,7,11,10,5,9,16
635,CAS09-0803,,USA,North America,Atlanta,2009,blood,,,24,4,2019-07-02,2019-07-02,7,7,11,10,5,9,16
636,CAS09-0825,,USA,North America,Atlanta,2009,blood,,,24,4,2019-07-02,2019-07-02,2,5,7,5,1,2,6
637,CAS09-0829,,USA,North America,Atlanta,2009,blood,,,24,4,2019-07-02,2019-07-02,8,4,3,5,1,2,10
638,CAS09-0830,,USA,North America,Atlanta,2009,blood,,,24,4,2019-07-02,2019-07-02,21,9,14,18,6,1,47
